adress,bond,name,rssi,time,type
D0:D2:B0:A2:35:F7,10,NA,-70,1551338049093,3
73:F5:E8:94:DC:93,10,NA,-68,1551338049098,2
7C:49:EB:5F:AB:51,10,mi_esp32,-92,1551338049138,2
5D:25:AC:1E:9B:29,10,NA,-87,1551338049188,2
01:65:E5:16:F8:E3,10,NA,-94,1551338049274,2
73:F5:E8:94:DC:93,10,NA,-58,1551338049280,2
6A:DA:80:25:DC:0F,10,NA,-83,1551338049301,2
73:F5:E8:94:DC:93,10,NA,-59,1551338049469,2
D0:03:4B:27:B7:33,10,NA,-99,1551338049487,3
7C:49:EB:5F:AB:51,10,mi_esp32,-86,1551338049509,2
AC:BC:32:B5:EC:56,10,NA,-95,1551338049540,2
5D:25:AC:1E:9B:29,10,NA,-76,1551338049544,2
6A:DA:80:25:DC:0F,10,NA,-95,1551338049575,2
68:F7:C6:AF:9B:48,10,NA,-64,1551338049610,2
D0:D2:B0:A2:35:F7,10,NA,-80,1551338049645,3
7D:51:01:99:04:DE,10,NA,-94,1551338049706,2
60:D1:AA:79:7E:67,10,NA,-83,1551338049741,2
7E:13:6E:E8:6C:EC,10,NA,-91,1551338049811,2
46:6E:13:44:A4:6C,10,NA,-71,1551338049820,2
7D:51:01:99:04:DE,10,NA,-91,1551338049992,2
5D:25:AC:1E:9B:29,10,NA,-88,1551338049994,2
73:F5:E8:94:DC:93,10,NA,-61,1551338050009,2
60:D1:AA:79:7E:67,10,NA,-76,1551338050016,2
7C:49:EB:5F:AB:51,10,mi_esp32,-87,1551338050071,2
46:6E:13:44:A4:6C,10,NA,-67,1551338050083,2
42:DB:5A:D6:D6:D6,10,NA,-94,1551338050092,2
5D:25:AC:1E:9B:29,10,NA,-86,1551338050116,2
46:F4:A3:5E:F0:53,10,NA,-96,1551338050148,2
68:F7:C6:AF:9B:48,10,NA,-65,1551338050154,2
73:F5:E8:94:DC:93,10,NA,-57,1551338050191,2
5D:25:AC:1E:9B:29,10,NA,-77,1551338050280,2
46:6E:13:44:A4:6C,10,NA,-69,1551338050349,2
73:F5:E8:94:DC:93,10,NA,-63,1551338050377,2
46:6E:13:44:A4:6C,10,NA,-61,1551338050904,2
AC:BC:32:B5:EC:56,10,NA,-96,1551338051075,2
AC:BC:32:B5:EC:56,10,NA,-93,1551338051108,2
D0:D2:B0:A2:35:F7,10,NA,-71,1551338051125,3
51:5C:49:8E:C1:CC,10,NA,-92,1551338051178,2
5D:25:AC:1E:9B:29,10,NA,-76,1551338051200,2
68:F7:C6:AF:9B:48,10,NA,-59,1551338051235,2
